Y               D               1               2               Y1              Y0              U1              U0              UC              V             
1.258709        1               1.0            -1.193628        1.258709        2.253320       -0.741291        0.753320       -0.967494        0.527116      
1.384942        0               1.0             1.003220        2.162868        1.384942        0.162868       -0.115058        1.249118        0.971192      
0.724507        1               1.0            -0.798553        0.724507        1.425906       -1.275493       -0.074094       -2.076946       -0.875546      
0.753079        0               1.0             0.480616        3.855526        0.753079        1.855526       -0.746921        3.835667        1.233220      
0.465890        0               1.0            -0.360613        0.642828        0.465890       -1.357172       -1.034110        1.241172        1.564234      
4.976887        1               1.0            -0.302046        4.976887        2.610091        2.976887        1.110091        0.605343       -1.261453      
0.810508        0               1.0             0.106218        1.353027        0.810508       -0.646973       -0.689492        0.086845        0.044326      
2.488486        1               1.0            -1.381905        2.488486       -0.860692        0.488486       -2.360692        3.230625        0.381447      
1.475546        0               1.0             1.049874        4.329316        1.475546        2.329316       -0.024454        4.406632        2.052862      
0.043355        1               1.0            -1.111444        0.043355       -0.159724       -1.956645       -1.659724       -0.399646       -0.102725      
2.716286        1               1.0             0.330501        2.716286        0.472591        0.716286       -1.027409        0.039680       -1.704015      
1.078731        1               1.0             0.146139        1.078731        0.412944       -0.921269       -1.087056       -0.287968       -0.453754      
2.046905        1               1.0            -1.331169        2.046905        1.035124        0.046905       -0.464876        0.030665       -0.481117      
1.311403        1               1.0            -0.295877        1.311403        1.203783       -0.688597       -0.296217       -0.871348       -0.478968      
-0.140741        0               1.0             0.965355        0.975582       -0.140741       -1.024418       -1.640741        1.798994        1.182671      
1.026053        0               1.0             2.225577        2.512117        1.026053        0.512117       -0.473947        0.040113       -0.945951      
1.609430        0               1.0            -0.255812        3.075112        1.609430        1.075112        0.109430        2.366946        1.401265      
2.784582        1               1.0            -0.065270        2.784582       -0.214017        0.784582       -1.714017        1.622634       -0.875965      
1.111881        0               1.0            -0.812716        0.650572        1.111881       -1.349428       -0.388119       -0.181833        0.779476      
1.037866        0               1.0             1.223877        3.177083        1.037866        1.177083       -0.462134        1.912223        0.273006      
1.217687        1               1.0            -0.241264        1.217687        3.358109       -0.782313        1.858109       -3.769643       -1.129220      
3.310754        0               1.0             0.102380        2.449934        3.310754        0.449934        1.810754       -0.495833        0.864988      
2.303169        1               1.0            -0.764039        2.303169        3.245929        0.303169        1.745929       -2.687360       -1.244599      
0.819299        0               1.0            -0.455079        0.369579        0.819299       -1.630421       -0.680701       -0.492448        0.457272      
1.874202        0               1.0             1.662918        0.859687        1.874202       -1.140313        0.374202       -2.002235       -0.487720      
1.690349        0               1.0             1.287119        3.109889        1.690349        1.109889        0.190349        1.527629        0.608089      
1.761840        1               1.0             0.986199        1.761840        1.150564       -0.238160       -0.349436       -1.496310       -1.607587      
0.887892        1               1.0            -0.450908        0.887892        1.970198       -1.112108        0.470198       -2.975360       -1.393054      
1.650566        1               1.0            -0.664263        1.650566        1.704537       -0.349434        0.204537       -1.074279       -0.520308      
1.996444        0               1.0            -0.976163        2.054782        1.996444        0.054782        0.496444        0.555117        0.996779      
2.238544        1               1.0             1.124789        2.238544       -0.136347        0.238544       -1.636347        0.577578       -1.297314      
0.175750        0               1.0             0.311667        1.968413        0.175750       -0.031587       -1.324250        2.296623        1.003960      
3.315058        1               1.0             0.205879        3.315058        3.294916        1.315058        1.794916       -1.619610       -1.139751      
0.636671        1               1.0            -0.556877        0.636671        1.767892       -1.363329        0.267892       -1.845274       -0.214052      
2.085747        1               1.0            -1.634496        2.085747        2.497492        0.085747        0.997492       -1.914501       -1.002756      
2.575113        1               1.0            -0.066015        2.575113        3.837210        0.575113        2.337210       -3.712702       -1.950605      
2.051367        1               1.0            -0.233148        2.051367       -0.613699        0.051367       -2.113699        1.146921       -1.018145      
1.629656        0               1.0            -0.916695        0.240927        1.629656       -1.759073        0.129656       -1.113454        0.775275      
2.547229        1               1.0            -1.279561        2.547229        2.237404        0.547229        0.737404       -0.692809       -0.502634      
1.974084        0               1.0            -0.629589        2.871461        1.974084        0.871461        0.474084        1.102382        0.705005      
2.811561        1               1.0            -0.006612        2.811561        1.079355        0.811561       -0.420645       -1.008678       -2.240883      
0.538421        0               1.0             0.798982        2.132744        0.538421        0.132744       -0.961579        2.028067        0.933744      
2.223146        0               1.0             0.744023        0.593101        2.223146       -1.406899        0.723146       -1.501438        0.628607      
0.921203        1               1.0             0.652079        0.921203       -0.418941       -1.078797       -1.918941       -0.334370       -1.174514      
4.392613        1               1.0            -0.744728        4.392613        1.976028        2.392613        0.476028        2.265051        0.348466      
0.969373        0               1.0            -1.400913        1.258139        0.969373       -0.741861       -0.530627        1.078297        1.289531      
3.411483        1               1.0             0.493504        3.411483        1.046257        1.411483       -0.453743        1.593423       -0.271803      
2.597442        0               1.0             0.504572        1.148751        2.597442       -0.851249        1.097442       -0.764003        1.184688      
1.909299        0               1.0             2.044839        1.729280        1.909299       -0.270720        0.409299       -0.355301        0.324718      
2.019477        1               1.0            -1.276096        2.019477       -0.174685        0.019477       -1.674685        1.827591        0.133429      
2.247655        1               1.0            -0.549830        2.247655        0.322476        0.247655       -1.177524        1.657657        0.232478      
1.313962        0               1.0            -0.456860        5.166027        1.313962        3.166027       -0.186038        3.831113        0.479049      
1.384370        1               1.0            -0.967665        1.384370        1.192935       -0.615630       -0.307065       -0.791995       -0.483430      
-1.835916        0               1.0             1.528465        2.489962       -1.835916        0.489962       -3.335916        5.002685        1.176808      
2.526348        0               1.0            -0.820722        1.356894        2.526348       -0.643106        1.026348       -0.273342        1.396112      
1.578500        1               1.0            -0.262793        1.578500        1.951563       -0.421500        0.451563       -1.429629       -0.556565      
0.409818        0               1.0             0.333618        1.005241        0.409818       -0.994759       -1.090182        0.073819       -0.021604      
2.538360        1               1.0             0.678044        2.538360        0.719108        0.538360       -0.780892        0.563704       -0.755548      
2.171497        0               1.0             1.540613        2.040591        2.171497        0.040591        0.671497       -0.634992       -0.004086      
1.548170        0               1.0             0.899930        2.346225        1.548170        0.346225        0.048170        0.436862        0.138807      
2.900378        1               1.0            -1.876779        2.900378        1.845871        0.900378        0.345871       -0.731948       -1.286456      
0.376409        0               1.0             0.949454        2.381707        0.376409        0.381707       -1.123591        3.118818        1.613519      
-0.823682        0               1.0             0.044262        1.403617       -0.823682       -0.596383       -2.323682        2.895423        1.168124      
1.765899        1               1.0            -0.506605        1.765899        0.873536       -0.234101       -0.626464        0.614365        0.222002      
0.271162        0               1.0             1.647442        1.990972        0.271162       -0.009028       -1.228838        0.837230       -0.382580      
2.277456        0               1.0             0.541818        2.049490        2.277456        0.049490        0.777456       -0.395300        0.332666      
0.808667        0               1.0             0.116259        2.948590        0.808667        0.948590       -0.691333        2.839253        1.199330      
3.397944        0               1.0             1.194299        0.779827        3.397944       -1.220173        1.897944       -3.062784        0.055334      
2.913880        0               1.0             0.117021        1.547564        2.913880       -0.452436        1.413880       -1.686926        0.179390      
1.440942        1               1.0             0.052627        1.440942        0.895771       -0.559058       -0.604229       -0.305433       -0.350603      
1.982096        1               1.0             2.236608        1.982096        1.523530       -0.017904        0.023530       -1.413141       -1.371707      
1.421385        0               1.0             0.080611        3.520293        1.421385        1.520293       -0.078615        1.598347       -0.000561      
0.952211        1               1.0            -0.718490        0.952211        1.968736       -1.047789        0.468736       -3.467929       -1.951403      
2.901145        0               1.0             0.566227        2.123698        2.901145        0.123698        1.401145        0.151156        1.428604      
2.497913        0               1.0            -1.250195        1.370488        2.497913       -0.629512        0.997913       -0.809817        0.817608      
3.162389        1               1.0            -0.367482        3.162389        0.549377        1.162389       -0.950623        0.448345       -1.664667      
1.029637        0               1.0            -0.017835        2.610239        1.029637        0.610239       -0.470363        1.447946        0.367344      
0.224570        1               1.0            -1.343611        0.224570        0.060905       -1.775430       -1.439095       -0.559155       -0.222821      
1.139094        0               1.0             0.369171        1.645657        1.139094       -0.354343       -0.360906        0.531229        0.524667      
1.616124        0               1.0             0.067977        2.201657        1.616124        0.201657        0.116124        0.834472        0.748940      
1.961059        1               1.0            -0.697813        1.961059        2.345327       -0.038941        0.845327       -0.869342        0.014926      
1.646218        0               1.0             2.355584        1.227502        1.646218       -0.772498        0.146218       -0.203961        0.714755      
3.815817        0               1.0            -1.057326        2.495122        3.815817        0.495122        2.315817        0.623659        2.444355      
3.216039        1               1.0             0.118156        3.216039        1.723684        1.216039        0.223684        0.916977       -0.075378      
1.887901        1               1.0            -1.022627        1.887901        2.301818       -0.112099        0.801818       -2.115903       -1.201986      
3.074955        1               1.0             0.713934        3.074955        2.093833        1.074955        0.593833       -0.443508       -0.924630      
0.537389        0               1.0            -0.117081        1.006340        0.537389       -0.993660       -0.962611        0.454643        0.485692      
2.688790        0               1.0            -0.294156        2.292913        2.688790        0.292913        1.188790       -0.251289        0.644587      
0.849861        0               1.0             0.486414        1.495240        0.849861       -0.504760       -0.650139        1.576587        1.431208      
0.247113        0               1.0             0.754289        2.575002        0.247113        0.575002       -1.252887        1.645988       -0.181902      
0.790705        0               1.0            -1.006092        1.413663        0.790705       -0.586337       -0.709295        2.569461        2.446503      
0.532901        1               1.0             0.344949        0.532901        0.481234       -1.467099       -1.018766       -1.658308       -1.209975      
2.942953        1               1.0            -0.601487        2.942953        1.387928        0.942953       -0.112072        1.327693        0.272668      
-0.497882        1               1.0            -1.190993       -0.497882        3.743135       -2.497882        2.243135       -4.741183       -0.000167      
0.532752        1               1.0            -0.247093        0.532752        0.524798       -1.467248       -0.975202       -0.455990        0.036055      
3.333061        1               1.0            -1.375366        3.333061        0.414903        1.333061       -1.085097        2.308832       -0.109326      
2.366912        1               1.0            -0.652700        2.366912       -0.010635        0.366912       -1.510635        1.321175       -0.556373      
2.684999        1               1.0             0.226544        2.684999        1.035841        0.684999       -0.464159        0.107944       -1.041214      
1.264790        1               1.0            -0.943034        1.264790        1.812265       -0.735210        0.312265       -0.766239        0.281236      
2.953463        1               1.0            -1.890446        2.953463        0.277206        0.953463       -1.222794        1.932467       -0.243790      
1.606628        0               1.0             0.214306        3.265039        1.606628        1.265039        0.106628        2.242709        1.084298      
1.540840        0               1.0            -0.214305        3.118897        1.540840        1.118897        0.040840        2.599518        1.521461      
1.340309        0               1.0             1.086384        3.815450        1.340309        1.815450       -0.159691        1.604950       -0.370191      
0.616850        1               1.0             0.334749        0.616850        4.025596       -1.383150        2.525596       -5.618458       -1.709712      
2.433055        1               1.0            -1.037210        2.433055        2.150095        0.433055        0.650095        0.233015        0.450055      
3.052729        0               1.0             2.221568        1.208089        3.052729       -0.791911        1.552729       -2.246479        0.098161      
2.726037        1               1.0            -0.279173        2.726037        1.690477        0.726037        0.190477       -0.638443       -1.174002      
2.009365        1               1.0            -0.454235        2.009365        2.619128        0.009365        1.119128       -0.953777        0.155987      
-0.050860        0               1.0             1.354838        1.151753       -0.050860       -0.848247       -1.550860        1.623451        0.920838      
1.790204        1               1.0             0.380895        1.790204       -0.211676       -0.209796       -1.711676        1.163842       -0.338038      
1.215978        1               1.0            -2.101693        1.215978        0.292058       -0.784022       -1.207942        0.664975        0.241056      
2.264634        1               1.0             0.908203        2.264634        1.434864        0.264634       -0.065136       -1.593695       -1.923464      
1.885194        1               1.0            -1.389634        1.885194        2.049201       -0.114806        0.549201       -0.686221       -0.022214      
3.163679        1               1.0            -0.689211        3.163679        1.988632        1.163679        0.488632        0.512595       -0.162452      
2.742793        1               1.0            -0.510254        2.742793       -0.424565        0.742793       -1.924565        2.236547       -0.430810      
2.238349        1               1.0            -1.810949        2.238349        0.401859        0.238349       -1.098141        1.739192        0.402702      
-0.246876        0               1.0            -0.826503        1.486026       -0.246876       -0.513974       -1.746876        1.729146        0.496243      
1.784592        1               1.0            -0.178809        1.784592       -0.308880       -0.215408       -1.808880       -0.027118       -1.620590      
2.098046        1               1.0            -0.653057        2.098046        2.262787        0.098046        0.762787       -1.624356       -0.959615      
1.908812        1               1.0            -0.643544        1.908812        1.584769       -0.091188        0.084769       -0.603888       -0.427931      
1.445010        1               1.0             0.138168        1.445010        0.784831       -0.554990       -0.715169       -0.492866       -0.653045      
1.140997        0               1.0             0.459513        3.097446        1.140997        1.097446       -0.359003        1.921773        0.465324      
3.086380        0               1.0            -0.471847        2.676599        3.086380        0.676599        1.586380        0.201315        1.111096      
0.943512        1               1.0            -1.397409        0.943512        1.110988       -1.056488       -0.389012       -3.095800       -2.428324      
1.760145        0               1.0             2.080988        2.262850        1.760145        0.262850        0.260145        0.328933        0.326228      
1.909732        0               1.0            -1.591095        1.987684        1.909732       -0.012316        0.409732        0.840908        1.262957      
2.986621        1               1.0            -0.812689        2.986621        0.706312        0.986621       -0.793688        1.922935        0.142626      
1.932899        0               1.0            -0.908411        2.289661        1.932899        0.289661        0.432899        0.642574        0.785812      
0.341550        0               1.0             0.528289        2.224338        0.341550        0.224338       -1.158450        1.687413        0.304625      
0.724563        0               1.0             1.413995        3.725865        0.724563        1.725865       -0.775437        3.550896        1.049594      
3.562758        1               1.0             0.305273        3.562758        1.492986        1.562758       -0.007014        0.223248       -1.346524      
2.863754        1               1.0            -1.204603        2.863754        0.889503        0.863754       -0.610497        1.504499        0.030248      
0.775701        0               1.0             0.533290        2.973618        0.775701        0.973618       -0.724299        3.340294        1.642378      
3.839091        0               1.0            -0.355724        2.434513        3.839091        0.434513        2.339091       -1.398078        0.506501      
1.192027        1               1.0             1.056795        1.192027       -0.082409       -0.807973       -1.582409       -1.379197       -2.153633      
0.535579        1               1.0             0.006818        0.535579        2.574445       -1.464421        1.074445       -2.679140       -0.140274      
2.501907        1               1.0            -0.989629        2.501907        2.084416        0.501907        0.584416       -0.703294       -0.620785      
3.723974        1               1.0            -1.275077        3.723974        2.602771        1.723974        1.102771       -0.790743       -1.411946      
1.965027        0               1.0             2.189423        0.955589        1.965027       -1.044411        0.465027       -1.471577        0.037862      
0.885766        0               1.0            -0.600613        4.006663        0.885766        2.006663       -0.614234        4.243816        1.622919      
2.883856        1               1.0            -0.507175        2.883856        0.600542        0.883856       -0.899458        1.810678        0.027364      
1.482954        1               1.0             0.479294        1.482954        1.343429       -0.517046       -0.156571       -1.226500       -0.866025      
-0.964340        0               1.0             1.333412        1.813939       -0.964340       -0.186061       -2.464340        3.487607        1.209327      
1.232026        1               1.0            -0.438745        1.232026        2.532222       -0.767974        1.032222       -2.302867       -0.502672      
3.481037        0               1.0            -0.211943        2.469726        3.481037        0.469726        1.981037       -1.367767        0.143544      
1.749153        0               1.0             0.908313        3.118488        1.749153        1.118488        0.249153        1.268902        0.399567      
0.365315        0               1.0             1.674598        2.345876        0.365315        0.345876       -1.134685        1.512339        0.031779      
2.295358        0               1.0             0.841225        2.241515        2.295358        0.241515        0.795358       -0.837843       -0.283999      
-0.294317        0               1.0            -0.168680       -0.164577       -0.294317       -2.164577       -1.794317        0.932223        1.302483      
1.967160        1               1.0             0.421229        1.967160        2.973237       -0.032840        1.473237       -2.124464       -0.618387      
0.787809        1               1.0            -0.595881        0.787809        0.960581       -1.212191       -0.539419       -1.984053       -1.311281      
2.697654        0               1.0            -0.421063        2.672215        2.697654        0.672215        1.197654        0.357182        0.882622      
0.740796        0               1.0            -0.024263        2.064782        0.740796        0.064782       -0.759204        2.331373        1.507387      
2.089220        0               1.0             1.429527        2.894360        2.089220        0.894360        0.589220        0.324511        0.019371      
1.597519        0               1.0             1.016153        2.109192        1.597519        0.109192        0.097519        0.965397        0.953725      
1.998003        1               1.0            -1.518457        1.998003        3.399997       -0.001997        1.899997       -2.663220       -0.761227      
1.981643        1               1.0             0.395281        1.981643        0.662457       -0.018357       -0.837543       -0.978007       -1.797193      
3.019082        0               1.0            -0.356501       -0.712590        3.019082       -2.712590        1.519082       -3.971075        0.260596      
4.252133        0               1.0             1.203698        1.403880        4.252133       -0.596120        2.752133       -3.684529       -0.336276      
1.641326        0               1.0             1.410014        1.516334        1.641326       -0.483666        0.141326        1.019122        1.644114      
3.582490        0               1.0            -0.856948        2.222530        3.582490        0.222530        2.082490       -0.704704        1.155256      
3.334179        0               1.0             0.300466        1.769969        3.334179       -0.230031        1.834179       -1.629525        0.434686      
3.331592        1               1.0             0.094768        3.331592        2.054495        1.331592        0.554495        0.030009       -0.747087      
1.755677        1               1.0            -1.803569        1.755677        0.473895       -0.244323       -1.026105       -0.315959       -1.097741      
2.726716        1               1.0             0.737239        2.726716        1.676590        0.726716        0.176590       -0.520520       -1.070646      
0.351863        0               1.0            -0.846222        1.871650        0.351863       -0.128350       -1.148137        2.077595        1.057807      
1.616555        1               1.0            -0.598116        1.616555        1.459325       -0.383445       -0.040675       -1.568174       -1.225403      
1.938207        1               1.0             2.359038        1.938207        1.896823       -0.061793        0.396823       -2.066678       -1.608061      
1.008569        0               1.0             1.345619        1.682715        1.008569       -0.317285       -0.491431       -0.166613       -0.340759      
2.353287        1               1.0            -0.173023        2.353287        1.907885        0.353287        0.407885        0.003139        0.057737      
1.725849        1               1.0             0.913279        1.725849        2.355229       -0.274151        0.855229       -2.332056       -1.202676      
2.961694        0               1.0            -1.003266        3.580362        2.961694        1.580362        1.461694        1.040920        0.922252      
2.006088        0               1.0             2.021546        2.056619        2.006088        0.056619        0.506088       -0.897621       -0.448152      
2.089820        0               1.0             0.296630        3.966261        2.089820        1.966261        0.589820        2.402910        1.026470      
2.288310        0               1.0            -0.247222        2.826870        2.288310        0.826870        0.788310        1.916190        1.877629      
2.104983        1               1.0             0.164228        2.104983        1.162085        0.104983       -0.337915       -0.421307       -0.864205      
1.604465        1               1.0            -0.205850        1.604465        2.512527       -0.395535        1.012527       -2.781860       -1.373798      
0.601750        1               1.0            -2.321383        0.601750        2.107570       -1.398250        0.607570       -1.593926        0.411894      
3.111760        0               1.0            -1.152228        2.765766        3.111760        0.765766        1.611760        0.318775        1.164769      
1.950790        0               1.0            -0.426634        1.689306        1.950790       -0.310694        0.450790        0.942880        1.704364      
2.444438        0               1.0             0.735010        1.467869        2.444438       -0.532131        0.944438       -1.347320        0.129250      
1.368192        0               1.0             0.453206        2.793294        1.368192        0.793294       -0.131808        1.053447        0.128345      
2.220825        1               1.0             0.704090        2.220825        2.555303        0.220825        1.055303       -1.774240       -0.939762      
0.975639        0               1.0             1.549473        1.436812        0.975639       -0.563188       -0.524361        1.928672        1.967499      
1.222566        0               1.0            -1.463078        1.920438        1.222566       -0.079562       -0.277434        0.957166        0.759294      
2.394655        0               1.0            -0.400051        2.979784        2.394655        0.979784        0.894655        1.842975        1.757845      
1.174743        0               1.0             1.060143        0.696544        1.174743       -1.303456       -0.325257       -1.456483       -0.478284      
1.187596        1               1.0            -1.382325        1.187596        1.462305       -0.812404       -0.037695       -1.098029       -0.323320      
0.415548        1               1.0             0.425250        0.415548        1.305866       -1.584452       -0.194134       -1.964785       -0.574467      
1.421522        0               1.0             0.581988        0.037771        1.421522       -1.962229       -0.078478       -0.411247        1.472504      
1.499079        1               1.0             0.406342        1.499079        2.855553       -0.500921        1.355553       -4.225395       -2.368921      
0.375835        0               1.0             1.944929        2.041284        0.375835        0.041284       -1.124165        0.631102       -0.534347      
2.039688        0               1.0            -0.529834        2.320434        2.039688        0.320434        0.539688        0.559883        0.779136      
1.101130        1               1.0            -1.760878        1.101130        0.841722       -0.898870       -0.658278       -1.093378       -0.852786      
2.190208        1               1.0            -1.159008        2.190208        0.766895        0.190208       -0.733105        1.284975        0.361662      
-0.775604        0               1.0             1.421151        1.688616       -0.775604       -0.311384       -2.275604        3.497142        1.532922      
2.107133        0               1.0             0.174076        1.033975        2.107133       -0.966025        0.607133        0.452001        2.025159      
1.409380        1               1.0             2.187455        1.409380        1.897014       -0.590620        0.397014       -2.287595       -1.299961      
0.421633        0               1.0            -1.273837        1.789960        0.421633       -0.210040       -1.078367        1.927184        1.058856      
0.518567        1               1.0            -0.104779        0.518567        3.194253       -1.481433        1.694253       -3.781394       -0.605709      
3.285932        1               1.0             0.169117        3.285932        2.624038        1.285932        1.124038       -0.086713       -0.248607      
0.905793        0               1.0            -0.158656        2.044500        0.905793        0.044500       -0.594207        1.318693        0.679987      
2.787903        0               1.0             0.650472        2.616955        2.787903        0.616955        1.287903       -0.201574        0.469375      
2.962046        1               1.0            -1.237840        2.962046        1.140809        0.962046       -0.359191        1.017186       -0.304051      
1.706262        0               1.0            -1.862132        2.492065        1.706262        0.492065        0.206262        1.471479        1.185676      
0.029034        0               1.0             0.486031        1.021499        0.029034       -0.978501       -1.470966        1.179394        0.686928      
3.024808        1               1.0             1.791259        3.024808        1.944032        1.024808        0.444032       -0.413377       -0.994153      
0.862345        0               1.0             1.618187        2.968299        0.862345        0.968299       -0.637655        1.602746       -0.003208      
0.762255        0               1.0            -0.612494        2.092064        0.762255        0.092064       -0.737745        1.699733        0.869925      
0.496097        1               1.0             0.764382        0.496097        1.190979       -1.503903       -0.309021       -1.791371       -0.596490      
1.031016        0               1.0             0.482000       -0.832206        1.031016       -2.832206       -0.468984       -1.857299        0.505923      
0.584101        0               1.0             1.395220        1.702030        0.584101       -0.297970       -0.915899        0.898213        0.280284      
1.347728        1               1.0            -0.541558        1.347728        0.753694       -0.652272       -0.746306       -0.092379       -0.186414      
1.109370        0               1.0             1.729013        1.062559        1.109370       -0.937441       -0.390630       -1.259404       -0.712594      
2.541170        1               1.0            -0.421107        2.541170        0.199457        0.541170       -1.300543        1.976192        0.134479      
0.592915        0               1.0             0.515453        2.607379        0.592915        0.607379       -0.907085        2.245372        0.730908      
2.540676        1               1.0             0.024278        2.540676       -0.517164        0.540676       -2.017164        1.018771       -1.539069      
1.393496        0               1.0             0.820099        1.053761        1.393496       -0.946239       -0.106504       -1.240201       -0.400466      
0.834923        0               1.0             2.021443        2.292346        0.834923        0.292346       -0.665077        0.528176       -0.429247      
0.069170        0               1.0             1.334959        1.138861        0.069170       -0.861139       -1.430830        0.761706        0.192015      
1.199846        1               1.0            -1.757849        1.199846        1.438857       -0.800154       -0.061143       -1.419380       -0.680370      
1.568547        1               1.0             1.750096        1.568547        0.715922       -0.431453       -0.784078       -1.134514       -1.487139      
2.864057        1               1.0             0.073483        2.864057        1.812290        0.864057        0.312290        0.296626       -0.255141      
2.577058        0               1.0             0.385663        1.352606        2.577058       -0.647394        1.077058       -0.507603        1.216849      
2.305152        1               1.0            -2.162640        2.305152        1.748020        0.305152        0.248020        0.737990        0.680858      
2.841524        0               1.0             0.477547        1.462301        2.841524       -0.537699        1.341524       -1.862285        0.016938      
2.714825        1               1.0             0.081981        2.714825        0.930983        0.714825       -0.569017       -0.100058       -1.383899      
1.655919        1               1.0            -0.927000        1.655919        1.250550       -0.344081       -0.249450       -1.802195       -1.707564      
1.330556        1               1.0             0.762495        1.330556        2.995464       -0.669444        1.495464       -3.302969       -1.138062      
