Y               D               1               2               Y1              Y0              U1              U0              UC              V             
2.073756        1               1.0            -1.250195        2.073756        1.400209        0.073756       -0.099791        0.801928        0.628381      
1.861646        1               1.0            -0.367482        1.861646        1.595062       -0.138354        0.095062       -1.393501       -1.160085      
1.944706        1               1.0            -0.017835        1.944706        1.547036       -0.055294        0.047036       -0.713076       -0.610746      
1.643910        0               1.0            -1.343611        2.172689        1.643910        0.172689        0.143910        1.804516        1.775736      
1.536091        0               1.0             0.369171        2.042416        1.536091        0.042416        0.036091        0.359943        0.353617      
1.488388        0               1.0             0.067977        1.990495        1.488388       -0.009505       -0.011612       -0.200586       -0.202693      
2.004064        1               1.0            -0.697813        2.004064        1.415467        0.004064       -0.084533        0.127518        0.038920      
1.485378        0               1.0             2.355584        2.086477        1.485378        0.086477       -0.014622        0.872608        0.771509      
1.985120        1               1.0            -1.057326        1.985120        1.268418       -0.014880       -0.231582       -0.281800       -0.498502      
1.878535        1               1.0             0.118156        1.878535        1.477632       -0.121465       -0.022368       -1.315030       -1.215934      
1.994309        1               1.0            -1.022627        1.994309        1.419818       -0.005691       -0.080182        0.188252        0.113762      
1.440617        0               1.0             0.713934        1.880642        1.440617       -0.119358       -0.059383       -1.133650       -1.073675      
1.596261        0               1.0            -0.117081        2.105177        1.596261        0.105177        0.096261        1.001903        0.992987      
1.980001        1               1.0            -0.294156        1.980001        1.381121       -0.019999       -0.118879       -0.194925       -0.293805      
1.565014        0               1.0             0.486414        2.069975        1.565014        0.069975        0.065014        0.507741        0.502780      
1.625289        0               1.0             0.754289        1.940523        1.625289       -0.059477        0.125289       -0.759516       -0.574750      
2.092236        1               1.0            -1.006092        2.092236        1.570929        0.092236        0.070929        0.604259        0.582952      
1.601877        0               1.0             0.344949        2.128368        1.601877        0.128368        0.101877        1.495263        1.468771      
1.910438        1               1.0            -0.601487        1.910438        1.511207       -0.089562        0.011207       -1.044098       -0.943329      
1.275687        0               1.0            -1.190993        2.247337        1.275687        0.247337       -0.224313        2.969530        2.497880      
1.597520        0               1.0            -0.247093        2.145790        1.597520        0.145790        0.097520        1.515466        1.467197      
1.866474        1               1.0            -1.375366        1.866474        1.608510       -0.133526        0.108510       -1.574945       -1.332909      
1.955896        1               1.0            -0.652700        1.955896        1.651064       -0.044104        0.151064       -0.561309       -0.366142      
1.546416        0               1.0             0.226544        1.917626        1.546416       -0.082374        0.046416       -0.812348       -0.683558      
2.076729        1               1.0            -0.943034        2.076729        1.468774        0.076729       -0.031226        0.842775        0.734820      
1.902183        1               1.0            -1.890446        1.902183        1.622279       -0.097817        0.122279       -1.173222       -0.953125      
1.889884        1               1.0             0.214306        1.889884        1.489337       -0.110116       -0.010663       -1.365990       -1.266537      
1.910462        1               1.0            -0.214305        1.910462        1.495916       -0.089538       -0.004084       -1.206454       -1.121000      
1.515969        0               1.0             1.086384        1.815064        1.515969       -0.184936        0.015969       -2.015842       -1.814936      
1.247440        0               1.0             0.334749        2.113074        1.247440        0.113074       -0.252560        1.751147        1.385513      
1.963406        1               1.0            -1.037210        1.963406        1.434990       -0.036594       -0.065010       -0.405262       -0.433678      
1.344727        0               1.0             2.221568        2.079786        1.344727        0.079786       -0.155273        1.026833        0.791774      
1.911708        1               1.0            -0.279173        1.911708        1.480952       -0.088292       -0.019048       -0.793657       -0.724412      
2.001252        1               1.0            -0.454235        2.001252        1.388087        0.001252       -0.111913        0.103584       -0.009580      
1.655086        0               1.0             1.354838        2.096857        1.655086        0.096857        0.155086        0.788743        0.846972      
1.671168        0               1.0             0.380895        2.016052        1.671168        0.016052        0.171168        0.055147        0.210263      
2.081001        1               1.0            -2.101693        2.081001        1.620794        0.081001        0.120794        0.743895        0.783688      
1.506514        0               1.0             0.908203        1.946926        1.506514       -0.053074        0.006514       -0.321561       -0.261973      
2.011058        1               1.0            -1.389634        2.011058        1.445080        0.011058       -0.054920        0.180814        0.114837      
1.882504        1               1.0            -0.689211        1.882504        1.451137       -0.117496       -0.048863       -1.232086       -1.163453      
1.920431        1               1.0            -0.510254        1.920431        1.692457       -0.079569        0.192457       -1.014222       -0.742196      
1.982025        1               1.0            -1.810949        1.982025        1.609814       -0.017975        0.109814       -0.366695       -0.238905      
2.057826        1               1.0            -0.826503        2.057826        1.674688        0.057826        0.174688        0.396425        0.513287      
1.680888        0               1.0            -0.178809        1.998690        1.680888       -0.001310        0.180888        0.035452        0.217650      
1.976886        1               1.0            -0.653057        1.976886        1.423721       -0.023114       -0.076279       -0.043554       -0.096718      
2.003051        1               1.0            -0.643544        2.003051        1.491523        0.003051       -0.008477        0.103308        0.091780      
1.571517        0               1.0             0.138168        2.045832        1.571517        0.045832        0.071517        0.530208        0.555893      
1.535900        0               1.0             0.459513        1.897832        1.535900       -0.102168        0.035900       -1.236157       -1.098088      
1.948525        1               1.0            -0.471847        1.948525        1.341362       -0.051475       -0.158638       -0.570972       -0.678135      
2.070690        1               1.0            -1.397409        2.070690        1.538901        0.070690        0.038901        1.091634        1.059846      
1.473985        0               1.0             2.080988        1.978530        1.473985       -0.021470       -0.026015       -0.258756       -0.263301      
2.018863        1               1.0            -1.591095        2.018863        1.459027        0.018863       -0.040973        0.070405        0.010569      
1.904298        1               1.0            -0.812689        1.904298        1.579369       -0.095702        0.079369       -1.161888       -0.986817      
1.982296        1               1.0            -0.908411        1.982296        1.456710       -0.017704       -0.043290       -0.265162       -0.290748      
1.615845        0               1.0             0.528289        1.982042        1.615845       -0.017958        0.115845       -0.358563       -0.224760      
1.577544        0               1.0             1.413995        1.843768        1.577544       -0.156232        0.077544       -1.961090       -1.727315      
1.826446        1               1.0             0.305273        1.826446        1.500701       -0.173554        0.000701       -1.735150       -1.560894      
1.914894        1               1.0            -1.204603        1.914894        1.561050       -0.085106        0.061050       -1.009951       -0.863795      
1.572430        0               1.0             0.533290        1.926537        1.572430       -0.073463        0.072430       -1.121782       -0.975889      
1.964050        1               1.0            -0.355724        1.964050        1.266091       -0.035950       -0.233909       -0.237254       -0.435213      
1.658241        0               1.0             1.056795        2.049919        1.658241        0.049919        0.158241        0.702630        0.810951      
1.392556        0               1.0             0.006818        2.143046        1.392556        0.143046       -0.107444        1.715104        1.464613      
1.941629        1               1.0            -0.989629        1.941629        1.441558       -0.058371       -0.058442       -0.500977       -0.501048      
1.809568        1               1.0            -1.275077        1.809568        1.389723       -0.190432       -0.110277       -1.802174       -1.722020      
1.453497        0               1.0             2.189423        2.103946        1.453497        0.103946       -0.046503        1.194807        1.044358      
1.823973        1               1.0            -0.600613        1.823973        1.561423       -0.176027        0.061423       -2.246356       -2.008906      
1.912863        1               1.0            -0.507175        1.912863        1.589946       -0.087137        0.089946       -1.060976       -0.883893      
1.515657        0               1.0             0.479294        2.039099        1.515657        0.039099        0.015657        0.541686        0.518244      
1.746434        0               1.0             1.333412        2.035318        1.746434        0.035318        0.246434       -0.026729        0.184388      
1.396778        0               1.0            -0.438745        2.069022        1.396778        0.069022       -0.103222        0.940913        0.768668      
1.955493        1               1.0            -0.211943        1.955493        1.301896       -0.044507       -0.198104       -0.316328       -0.469924      
1.475085        0               1.0             0.908313        1.894830        1.475085       -0.105170       -0.024915       -1.199294       -1.119040      
1.613468        0               1.0             1.674598        1.966196        1.613468       -0.033804        0.113468       -0.493192       -0.345919      
1.420464        0               1.0             0.841225        1.972118        1.420464       -0.027882       -0.079536       -0.189468       -0.241122      
1.679432        0               1.0            -0.168680        2.232531        1.679432        0.232531        0.179432        2.215872        2.162773      
1.352676        0               1.0             0.421229        1.994613        1.352676       -0.005387       -0.147324        0.175632        0.033695      
1.553942        0               1.0            -0.595881        2.101712        1.553942        0.101712        0.053942        1.261774        1.214003      
1.945768        1               1.0            -0.421063        1.945768        1.380235       -0.054232       -0.119765       -0.607902       -0.673435      
1.575920        0               1.0            -0.024263        2.014643        1.575920        0.014643        0.075920       -0.128144       -0.066867      
1.441078        0               1.0             1.429527        1.911712        1.441078       -0.088288       -0.058922       -0.923753       -0.894386      
1.490248        0               1.0             1.016153        2.002511        1.490248        0.002511       -0.009752       -0.098248       -0.110511      
1.989564        1               1.0            -1.518457        1.989564        1.310000       -0.010436       -0.190000        0.182613        0.003050      
1.583754        0               1.0             0.395281        1.976711        1.583754       -0.023289        0.083754       -0.086200        0.020843      
1.348092        0               1.0            -0.356501        2.272240        1.348092        0.272240       -0.151908        3.136374        2.712227      
1.224787        0               1.0             1.203698        2.054330        1.224787        0.054330       -0.275213        0.926128        0.596585      
1.485867        0               1.0             1.410014        2.070860        1.485867        0.070860       -0.014133        0.566384        0.481391      
1.994104        1               1.0            -0.856948        1.994104        1.291751       -0.005896       -0.208249       -0.021775       -0.224127      
1.316582        0               1.0             0.300466        2.028850        1.316582        0.028850       -0.183418        0.441698        0.229430      
1.857710        1               1.0             0.094768        1.857710        1.444550       -0.142290       -0.055450       -1.417398       -1.330557      
2.008858        1               1.0            -1.803569        2.008858        1.602611        0.008858        0.102611        0.152088        0.245841      
1.482341        0               1.0             0.737239        1.913084        1.482341       -0.086916       -0.017659       -0.794491       -0.725234      
2.027486        1               1.0            -0.846222        2.027486        1.614814        0.027486        0.114814        0.039559        0.126886      
2.020850        1               1.0            -0.598116        2.020850        1.504067        0.020850        0.004067        0.401923        0.385140      
1.460318        0               1.0             2.359038        1.983654        1.460318       -0.016346       -0.039682        0.087354        0.064018      
1.549143        0               1.0             1.345619        2.026657        1.549143        0.026657        0.049143        0.295270        0.317756      
1.965824        1               1.0            -0.173023        1.965824        1.459211       -0.034176       -0.040789       -0.346754       -0.353367      
1.414477        0               1.0             0.913279        2.010345        1.414477        0.010345       -0.085523        0.371683        0.275815      
1.856397        1               1.0            -1.003266        1.856397        1.353831       -0.143603       -0.146169       -1.579069       -1.581636      
1.449391        0               1.0             2.021546        1.988133        1.449391       -0.011867       -0.050609       -0.017257       -0.055999      
1.819642        1               1.0             0.296630        1.819642        1.441018       -0.180358       -0.058982       -2.089055       -1.967679      
1.944354        1               1.0            -0.247222        1.944354        1.421169       -0.055646       -0.078831       -0.806282       -0.829467      
1.533792        0               1.0             0.164228        1.977532        1.533792       -0.022468        0.033792       -0.160047       -0.103787      
1.398747        0               1.0            -0.205850        2.019974        1.398747        0.019974       -0.101253        0.518662        0.397435      
2.144208        1               1.0            -2.321383        2.144208        1.439243        0.144208       -0.060757        1.602644        1.397679      
1.940446        1               1.0            -1.152228        1.940446        1.338824       -0.059554       -0.161176       -0.665755       -0.767377      
1.454921        0               1.0            -0.426634        2.054574        1.454921        0.054574       -0.045079        0.407989        0.308336      
1.405556        0               1.0             0.735010        2.054497        1.405556        0.054497       -0.094444        0.680892        0.531952      
1.513181        0               1.0             0.453206        1.923241        1.513181       -0.076759        0.013181       -0.883410       -0.793471      
1.394470        0               1.0             0.704090        1.965006        1.394470       -0.034994       -0.105530       -0.148989       -0.219525      
1.552436        0               1.0             1.549473        2.083252        1.552436        0.083252        0.052436        0.591282        0.560466      
2.018485        1               1.0            -1.463078        2.018485        1.527743        0.018485        0.027743        0.069253        0.078512      
1.927539        1               1.0            -0.400051        1.927539        1.410535       -0.072461       -0.089465       -0.965211       -0.982215      
1.532526        0               1.0             1.060143        2.122386        1.532526        0.122386        0.032526        1.393977        1.304117      
2.075927        1               1.0            -1.382325        2.075927        1.503770        0.075927        0.003770        0.885008        0.812851      
1.519413        0               1.0             0.425250        2.148866        1.519413        0.148866        0.019413        1.714698        1.585245      
1.507848        0               1.0             0.581988        2.214869        1.507848        0.214869        0.007848        2.167212        1.960190      
1.364445        0               1.0             0.406342        2.016508        1.364445        0.016508       -0.135555        0.656260        0.504197      
1.612417        0               1.0             1.944929        1.988447        1.612417       -0.011553        0.112417       -0.164514       -0.040545      
1.979155        1               1.0            -0.529834        1.979155        1.446031       -0.020845       -0.053969       -0.288388       -0.321512      
2.077092        1               1.0            -1.760878        2.077092        1.565828        0.077092        0.065828        0.911313        0.900049      
1.986218        1               1.0            -1.159008        1.986218        1.573310       -0.013782        0.073310       -0.277800       -0.190708      
1.727560        0               1.0             1.421151        2.052248        1.727560        0.052248        0.227560        0.133950        0.309263      
1.439287        0               1.0             0.174076        2.123946        1.439287        0.123946       -0.060713        1.147883        0.963223      
1.460299        0               1.0             2.187455        2.040323        1.460299        0.040323       -0.039701        0.672442        0.592418      
2.035590        1               1.0            -1.273837        2.035590        1.607837        0.035590        0.107837        0.136328        0.208575      
1.330575        0               1.0            -0.104779        2.138229        1.330575        0.138229       -0.169425        1.789924        1.482269      
1.869195        1               1.0             0.169117        1.869195        1.387596       -0.130805       -0.112404       -1.303989       -1.285587      
1.559421        0               1.0            -0.158656        2.005093        1.559421        0.005093        0.059421       -0.099768       -0.045441      
1.371210        0               1.0             0.650472        1.945467        1.371210       -0.054533       -0.128790       -0.543346       -0.617603      
1.900491        1               1.0            -1.237840        1.900491        1.535919       -0.099509        0.035919       -1.097052       -0.961624      
1.967840        1               1.0            -1.862132        1.967840        1.479374       -0.032160       -0.020626       -0.505239       -0.493705      
1.647097        0               1.0             0.486031        2.106487        1.647097        0.106487        0.147097        0.936940        0.977549      
1.455597        0               1.0             1.791259        1.884636        1.455597       -0.115364       -0.044403       -1.094392       -1.023431      
1.563765        0               1.0             1.618187        1.904075        1.563765       -0.095925        0.063765       -1.127984       -0.968294      
2.003037        1               1.0            -0.612494        2.003037        1.573774        0.003037        0.073774       -0.164005       -0.093267      
1.530902        0               1.0             0.764382        2.140583        1.530902        0.140583        0.030902        1.614407        1.504727      
1.546898        0               1.0             0.482000        2.287511        1.546898        0.287511        0.046898        3.072116        2.831503      
1.591590        0               1.0             1.395220        2.033420        1.591590        0.033420        0.091590        0.239412        0.297582      
1.574631        0               1.0            -0.541558        2.061983        1.574631        0.061983        0.074631        0.639882        0.652529      
1.539063        0               1.0             1.729013        2.082870        1.539063        0.082870        0.039063        0.982232        0.938425      
1.948292        1               1.0            -0.421107        1.948292        1.630054       -0.051708        0.130054       -0.723118       -0.541356      
1.590709        0               1.0             0.515453        1.950068        1.590709       -0.049932        0.090709       -0.749030       -0.608390      
1.924962        1               1.0             0.024278        1.924962        1.701716       -0.075038        0.201716       -0.815301       -0.538547      
1.510650        0               1.0             0.820099        2.088102        1.510650        0.088102        0.010650        1.024243        0.946792      
1.566508        0               1.0             2.021443        1.965056        1.566508       -0.034944        0.066508       -0.393204       -0.291752      
1.643083        0               1.0             1.334959        2.087952        1.643083        0.087952        0.143083        0.805742        0.860873      
2.069726        1               1.0            -1.757849        2.069726        1.506114        0.069726        0.006114        0.864706        0.801094      
1.578408        0               1.0             1.750096        2.021947        1.578408        0.021947        0.078408        0.377049        0.433510      
1.910877        1               1.0             0.073483        1.910877        1.468771       -0.089123       -0.031229       -0.921597       -0.863703      
1.392294        0               1.0             0.385663        2.081104        1.392294        0.081104       -0.107706        0.834519        0.645710      
1.979295        1               1.0            -2.162640        1.979295        1.475198       -0.020705       -0.024802       -0.301996       -0.306094      
1.365848        0               1.0             0.477547        2.053479        1.365848        0.053479       -0.134152        0.725307        0.537675      
1.909886        1               1.0             0.081981        1.909886        1.556902       -0.090114        0.056902       -0.859926       -0.712910      
2.010216        1               1.0            -0.927000        2.010216        1.524945        0.010216        0.024945        0.331714        0.346443      
1.350454        0               1.0             0.762495        2.050389        1.350454        0.050389       -0.149546        0.870953        0.671017      
1.495487        0               1.0             0.016229        2.139516        1.495487        0.139516       -0.004513        1.771461        1.627432      
