Y               D               const           X2              X3              Y1              Y0              U1              U0              V             
0.388703        1               1.0            -1.062201       -0.144355        0.388703        0.222889       -0.021776       -0.011561       -7.705985e-01  
1.682139        1               1.0             1.462636        0.142433        1.682139        1.102450       -0.129624        0.236791        4.735933e-02  
1.965175        1               1.0             1.863897       -1.161837        1.965175        0.932259       -0.069287       -0.033715       -1.018319e+00  
1.679098        1               1.0             1.448378       -0.902569        1.679098        0.696281       -0.124752       -0.165814        4.163834e-01  
0.556015        0               1.0             0.321223       -0.791313        1.190404        0.556015        0.012126       -0.024290        1.504172e+00  
1.284078        1               1.0             0.592776        1.559796        1.284078        0.670750       -0.044912        0.022556       -4.305309e-01  
0.573013        0               1.0             1.124760        0.156537        1.666751        0.573013        0.042510       -0.208177        8.259907e-01  
1.121983        1               1.0             0.144233       -0.200296        1.121983        0.592888        0.041934        0.056830        4.244754e-01  
0.130314        1               1.0            -1.449022        1.970090        0.130314        0.230223       -0.065478        0.092479       -5.771670e-01  
0.315112        0               1.0            -0.689876       -1.931697        0.720475        0.315112        0.103357       -0.012419        1.730557e+00  
0.494303        1               1.0            -0.945280       -0.262646        0.494303        0.410554        0.018933        0.146873       -7.630120e-01  
1.693314        1               1.0             1.310074        0.315023        1.693314        0.762087       -0.033778       -0.065431       -3.014830e-01  
1.041494        1               1.0             0.038641       -0.311599        1.041494        0.429264        0.020048       -0.080397       -1.153812e+00  
0.773113        1               1.0            -0.526820        0.353965        0.773113        0.434027        0.065498        0.065732       -1.068067e+00  
0.863494        1               1.0            -0.479349       -0.480296        0.863494        0.196606        0.129532       -0.183556       -4.580705e-01  
0.036399        0               1.0            -1.935611        0.747091        0.202810        0.036399        0.277074        0.020302        8.815735e-01  
1.303644        1               1.0             0.702355       -0.242419        1.303644        0.682070       -0.086163        0.006481        6.155383e-02  
0.722061        1               1.0            -0.471615       -0.037026        0.722061        0.378065       -0.016192       -0.004031       -5.967471e-01  
0.519635        1               1.0            -0.964162        0.041230        0.519635        0.370495        0.054745        0.111535       -1.082478e-01  
0.691581        1               1.0            -0.383145       -0.155401        0.691581        0.461202       -0.095774        0.056989       -1.911707e-01  
0.978442        1               1.0            -0.058272        0.344677        0.978442        0.339590        0.010782       -0.145842       -1.191531e+00  
1.393226        1               1.0             0.405626       -1.372084        1.393226        0.568566        0.168104       -0.032840        2.953199e-01  
0.882603        1               1.0            -0.507111       -1.830194        0.882603        0.228471        0.164049       -0.144751        4.292843e-01  
1.664845        1               1.0             1.422315       -1.437752        1.664845        0.988579       -0.124540        0.133001       -1.161917e+00  
0.508109        1               1.0            -1.048896       -0.482420        0.508109        0.241852        0.090246        0.004076        5.198988e-01  
0.589382        1               1.0            -0.837547       -0.432736        0.589382        0.283764        0.054221       -0.006849       -8.841157e-01  
0.421460        0               1.0             0.111292       -0.452691        1.123711        0.421460        0.061944       -0.106363        7.387499e-01  
0.656708        0               1.0             0.365882        1.432952        1.113443        0.656708       -0.089622        0.065237        1.380043e+00  
1.231028        1               1.0             0.377410       -1.302200        1.231028        0.716544        0.021565        0.122191       -1.074112e+00  
1.156312        1               1.0             0.279239        0.123810        1.156312        0.372592        0.001334       -0.197218       -9.394179e-01  
1.245828        1               1.0             0.493269        0.783305        1.245828        0.696403       -0.027936        0.073086       -9.051917e-01  
0.875954        1               1.0            -0.551149       -2.499492        0.875954        0.373371        0.181842        0.011159        2.035824e-01  
0.901819        1               1.0            -0.061341       -0.789808        0.901819        0.477176       -0.064136       -0.007489        4.436823e-01  
0.689612        0               1.0             0.695059        0.538952        1.371164        0.689612       -0.014594        0.015848        3.409749e-01  
0.855835        0               1.0             1.308641        0.802318        1.746908        0.855835        0.020613        0.028675        8.633619e-01  
1.316488        1               1.0             0.376617       -0.728431        1.316488        0.516764        0.107466       -0.077390       -2.729469e-01  
-0.187647        1               1.0            -2.031234       -0.795554       -0.187647        0.019884       -0.060312        0.027692        2.421788e-01  
0.044753        1               1.0            -1.536246       -0.760726        0.044753        0.263265       -0.102630        0.147326        2.475708e-01  
0.925930        1               1.0            -0.043266        1.755260        0.925930        0.585297       -0.050058        0.096114       -2.766562e+00  
2.083292        1               1.0             2.038004       -2.248080        2.083292        0.748757       -0.047800       -0.260744        3.851722e-01  
-0.098967        1               1.0            -1.632616        0.780967       -0.098967        0.090127       -0.192865       -0.001719       -1.175633e+00  
-0.063685        1               1.0            -1.629210       -0.844313       -0.063685       -0.022270       -0.159474       -0.114968        1.014594e-01  
1.632831        1               1.0             0.870323       -0.694606        1.632831        0.743047        0.149802        0.025466        3.130432e-01  
0.699467        0               1.0            -0.119601        0.438043        0.971073        0.699467        0.037451        0.229367        4.656240e-01  
-0.207601        1               1.0            -2.151555       -1.320649       -0.207601       -0.097718       -0.013488       -0.059829       -8.426063e-01  
1.359374        1               1.0             0.782011       -1.401625        1.359374        0.739453       -0.074642        0.043950       -5.541680e-01  
1.177480        1               1.0             0.442530       -0.004401        1.177480        0.597385       -0.068124       -0.013247        2.920264e-01  
0.199513        0               1.0            -1.015654        0.537066        0.478633        0.199513        0.042321       -0.046573        2.798288e-01  
0.270875        0               1.0            -0.899063       -0.161577        0.472659        0.270875       -0.028361       -0.004360        1.257392e+00  
0.718256        1               1.0            -0.620654       -1.239162        0.718256        0.227207        0.062720       -0.117629       -2.722622e-03  
1.123175        0               1.0             1.814151        1.640563        1.915041        1.123175       -0.091813        0.169637        3.405562e-01  
2.006251        1               1.0             1.923421       -0.535267        2.006251        1.081792       -0.061248        0.100936       -1.895825e-01  
0.585469        0               1.0            -0.035582        1.151431        1.187704        0.585469        0.207452        0.094364        5.216361e-01  
0.303744        1               1.0            -1.010910       -1.138048        0.303744        0.347734       -0.135201        0.100461       -1.336289e+00  
0.217209        0               1.0            -1.179895        0.580071        0.194587        0.217209       -0.150571        0.012183        3.779362e-01  
1.041335        0               1.0             2.255464        0.199889        2.239952        1.041335       -0.011830       -0.022531        8.402425e-01  
0.777715        0               1.0             0.464405       -0.829575        1.295156        0.777715        0.037411        0.161613        8.589428e-01  
0.376530        0               1.0            -1.010407       -0.702732        0.394772        0.376530       -0.044452        0.129132        6.910911e-01  
1.249329        1               1.0             0.423036        0.809292        1.249329        0.508365        0.014544       -0.097394       -1.498952e+00  
1.479246        1               1.0             0.909351       -1.660767        1.479246        0.830328       -0.025444        0.102990        1.280991e-01  
0.054953        0               1.0            -1.738592        0.871890        0.088717        0.054953        0.053636       -0.010399        5.756312e-02  
0.322121        0               1.0            -0.537974       -0.535867        0.781160        0.322121        0.079736       -0.043386        2.763244e+00  
0.609887        0               1.0             0.281698       -0.907806        1.337066        0.609887        0.180723        0.039462        2.173208e+00  
1.753033        1               1.0             1.314068        0.303212        1.753033        0.808690        0.023725       -0.019827       -1.279893e-01  
0.179351        0               1.0            -1.632880        2.223742        0.029894        0.179351       -0.063857        0.087571       -2.949270e-01  
-0.047317        0               1.0            -2.158338       -0.322862       -0.075160       -0.047317        0.122718       -0.007732        8.430358e-01  
0.362648        1               1.0            -1.095652        0.738236        0.362648        0.388862       -0.029265        0.162775       -7.525565e-01  
0.901380        0               1.0             0.948258       -0.350574        1.498567        0.901380       -0.027716        0.164315        1.541771e+00  
0.476482        0               1.0            -0.293695        1.616331        0.930914        0.476482        0.093915        0.049905        3.869148e-01  
0.894109        1               1.0            -0.444535       -1.313844        0.894109        0.239751        0.140827       -0.149115       -4.265105e-01  
1.462055        1               1.0             0.938436        0.088134        1.462055        0.663642       -0.058778       -0.070967        3.139504e-01  
0.173884        0               1.0            -1.177344        1.018060        0.286405        0.173884       -0.060169       -0.031780        6.209802e-01  
1.549990        1               1.0             0.744540       -0.820132        1.549990        0.712282        0.136771        0.026147        2.602135e-01  
0.022103        1               1.0            -1.637458        0.429964        0.022103        0.041882       -0.069108       -0.048753       -1.760177e+00  
0.226107        0               1.0            -0.817289        0.333850        0.707231        0.226107        0.160826       -0.069571        1.747094e+00  
0.312883        0               1.0            -0.273454       -0.062408        0.867798        0.312883        0.019566       -0.118754        1.478443e+00  
0.642696        0               1.0            -0.194222        1.433775        0.869468        0.642696       -0.022739        0.191252        2.463750e+00  
1.314050        1               1.0             0.814899       -0.464129        1.314050        0.587059       -0.138219       -0.116666        1.195953e-01  
0.866860        1               1.0            -0.289907       -1.282776        0.866860        0.255918        0.027758       -0.171605       -8.287916e-01  
1.840027        1               1.0             1.393805        2.246830        1.840027        0.790018        0.066466       -0.058433       -7.081490e-01  
0.604573        0               1.0             0.115522       -0.042478        1.167222        0.604573        0.103107        0.075693        4.990464e-01  
0.481221        0               1.0             0.260968       -0.016830        1.155816        0.481221        0.010979       -0.084021        5.449334e-01  
1.600364        1               1.0             0.958911        0.553497        1.600364        0.648730        0.068168       -0.090998        1.160722e-01  
0.470855        0               1.0            -0.213001        0.271622        0.758512        0.470855       -0.123272        0.024105        1.782478e+00  
1.699480        1               1.0             1.099276       -1.959143        1.699480        0.913203        0.089381        0.138384       -8.492789e-01  
0.408551        0               1.0            -0.743346        0.074028        0.599881        0.408551        0.012438        0.094388        5.116856e-01  
1.778564        1               1.0             1.174886        0.679607        1.778564        0.968007        0.126502        0.174286       -7.877906e-01  
0.618916        0               1.0             0.160251       -1.076231        1.252397        0.618916        0.163457        0.078853        9.315390e-01  
0.924110        1               1.0             0.157331       -1.812375        0.924110        0.384189       -0.163209       -0.155144       -5.523219e-01  
0.729964        0               1.0             0.651185        0.845173        1.147624        0.729964       -0.213784        0.067167        2.493796e-01  
0.750883        1               1.0            -0.648019        0.131746        0.750883        0.390866        0.110533        0.052871       -1.989733e-01  
2.217914        1               1.0             2.165306       -0.593700        2.217914        1.148440        0.016169        0.107113       -6.963403e-01  
-0.483583        1               1.0            -2.610652       -1.404587       -0.483583       -0.125099       -0.034671        0.027564       -3.914092e-01  
1.524461        1               1.0             0.972098       -0.310848        1.524461        0.755849       -0.015054        0.012824       -9.736106e-01  
0.859063        1               1.0            -0.190890       -1.283558        0.859063        0.274251       -0.034993       -0.178026        6.356899e-01  
0.878392        0               1.0             0.715827        0.932192        1.278207        0.878392       -0.119077        0.199435        5.246764e-01  
1.904152        1               1.0             1.676878        0.689277        1.904152        1.099451       -0.026515        0.180231       -4.217475e-02  
0.184425        0               1.0            -1.345865        1.528562        0.334918        0.184425        0.081873        0.020892        2.102366e-01  
0.898553        1               1.0            -0.311106       -0.365292        0.898553        0.437109        0.071216        0.014886       -3.723082e-01  
1.092504        1               1.0             0.121828       -0.806485        1.092504        0.523511        0.024889       -0.006946       -5.635570e-01  
0.301455        1               1.0            -1.138839       -0.212133        0.301455        0.215529       -0.066489        0.000239        3.292101e-01  
0.374479        1               1.0            -0.925396        0.725851        0.374479        0.219310       -0.111926       -0.049341       -2.185729e-01  
0.637141        0               1.0             0.120274        0.731327        1.060587        0.637141       -0.006165        0.107072        3.171809e-01  
0.349506        1               1.0            -1.139057       -1.235760        0.349506        0.020435       -0.018318       -0.194801       -1.011995e+00  
0.403093        0               1.0            -0.386277       -0.203214        0.806024        0.403093        0.020408       -0.000337        8.573877e-01  
1.627713        1               1.0             1.266983       -0.636862        1.627713        0.854461       -0.075463        0.037715        5.727088e-02  
1.051706        1               1.0             0.109157       -1.028830        1.051706        0.356456       -0.008876       -0.170833        9.647550e-02  
1.162949        1               1.0             0.310690        0.315164        1.162949        0.651476       -0.009484        0.073803       -1.199186e+00  
0.701736        0               1.0             1.327840        1.156627        1.675107        0.701736       -0.061844       -0.130224        5.788110e-01  
1.262122        1               1.0             0.715280        1.033083        1.262122        0.804724       -0.134858        0.125904       -1.205811e-01  
1.365124        1               1.0             0.844831       -1.806402        1.365124        0.630888       -0.103757       -0.080320       -6.594318e-01  
1.100841        1               1.0             0.186948       -0.107138        1.100841        0.458592       -0.002915       -0.088145        4.362033e-02  
0.642978        0               1.0             1.272015        0.386139        1.686594        0.642978       -0.019374       -0.175026        6.529337e-01  
1.041402        0               1.0             1.836068        1.687098        2.128754        1.041402        0.109736        0.082385        7.819110e-01  
1.059728        1               1.0             0.212184        0.980052        1.059728        0.494759       -0.058034       -0.058287       -7.606205e-01  
0.848969        0               1.0             2.367518        1.407838        2.280412        0.848969       -0.033560       -0.242910       -7.659537e-02  
0.642167        1               1.0            -0.731035       -0.334352        0.642167        0.384857        0.047891        0.067616        9.975326e-02  
0.175424        1               1.0            -1.524051       -1.500339        0.175424        0.174833        0.021272        0.055846       -2.336403e-02  
1.125608        1               1.0             0.169218       -0.817079        1.125608        0.458532        0.031692       -0.083773        3.999985e-01  
0.826094        0               1.0             0.940691        0.004246        1.452562        0.826094       -0.069521        0.090921        1.075016e+00  
0.251150        0               1.0            -1.143861        0.732886        0.290460        0.251150       -0.074697        0.037115        4.060091e-01  
0.738236        0               1.0             0.733109        0.257558        1.286911        0.738236       -0.119964        0.054959        8.529278e-01  
0.663750        0               1.0             0.862538        0.886756        1.622650        0.663750        0.143942       -0.051884        4.198516e-02  
2.170708        1               1.0             2.106010       -0.394823        2.170708        1.139042        0.001873        0.112540       -3.724068e-01  
0.845658        1               1.0            -0.445710        0.335190        0.845658        0.381222        0.093028       -0.007350       -1.813034e+00  
-0.016298        0               1.0            -1.931429        0.036506       -0.091678       -0.016298       -0.019735       -0.033441        9.979736e-01  
-0.080784        0               1.0            -2.680359        1.667865       -0.356600       -0.080784        0.130999        0.089306       -1.749261e-01  
0.488141        0               1.0             0.172473        1.512405        1.045838        0.488141       -0.049884       -0.054978        1.660557e+00  
1.059524        1               1.0             0.012503       -0.671734        1.059524        0.401093        0.052585       -0.102033        6.017561e-01  
0.866035        0               1.0             1.112323        0.163082        1.519209        0.866035       -0.098130        0.087954        1.320856e+00  
0.460198        1               1.0            -0.755357        0.341165        0.460198        0.314750       -0.120579        0.003589       -5.259291e-01  
0.902172        1               1.0            -0.084950        0.540388        0.902172        0.443368       -0.050680       -0.035394       -9.009315e-01  
-0.538802        0               1.0            -2.970835        0.901827       -0.686036       -0.538802       -0.037222       -0.296093        4.272379e-01  
0.012796        1               1.0            -1.782680        0.477944        0.012796        0.172611        0.002183        0.118281       -3.654997e-01  
0.680885        1               1.0            -0.345024       -1.505910        0.680885        0.470567       -0.127627        0.056823       -1.696627e+00  
0.495864        0               1.0            -0.549515        0.725889        0.731860        0.495864        0.036841        0.133243        5.869646e-01  
0.671824        0               1.0             0.305924       -0.132468        1.152306        0.671824       -0.017482        0.095343        9.321306e-01  
0.463961        1               1.0            -0.699925       -1.383892        0.463961        0.505746       -0.147581        0.180728       -1.862123e+00  
0.514390        1               1.0            -0.793768        1.179745        0.514390        0.490979       -0.045068        0.189421       -8.319624e-01  
-0.269793        1               1.0            -2.165512        0.756856       -0.269793       -0.028266       -0.067934        0.013112       -2.225271e-01  
1.177753        1               1.0             0.228592       -2.006739        1.177753        0.598550        0.050884        0.041402       -4.028248e-02  
1.232334        1               1.0             0.561852        1.757986        1.232334        0.755784       -0.079494        0.115321       -1.690721e+00  
1.433371        1               1.0             0.701200       -0.955799        1.433371        0.580672        0.044205       -0.094628        1.585844e-01  
0.880524        1               1.0            -0.237721       -0.216884        0.880524        0.451661        0.012459        0.011091       -5.230435e-01  
1.076031        1               1.0            -0.014902       -0.226657        1.076031        0.464865        0.084301       -0.031410       -5.434607e-01  
0.516047        1               1.0            -0.514864       -0.832989        0.516047        0.331632       -0.198204       -0.039652        1.947496e-01  
1.781173        1               1.0             1.466615        0.459518        1.781173        0.808822       -0.032798       -0.057832       -6.874526e-01  
1.208830        1               1.0             0.332799       -2.052943        1.208830        0.583729        0.024127        0.000529        2.260088e-01  
0.159105        0               1.0            -1.119988        0.217568        0.572076        0.159105        0.193670       -0.060898        8.978839e-01  
0.612249        0               1.0             0.217014        1.203895        1.023183        0.612249       -0.097259        0.057995        1.602152e-01  
0.263294        0               1.0            -0.219086        0.123225        0.860667        0.263294       -0.017740       -0.181935        1.685626e+00  
0.298111        1               1.0            -1.267926       -1.080547        0.298111        0.247497        0.001811        0.064478       -2.751870e-01  
0.901995        1               1.0            -0.124431       -0.711116        0.901995        0.418513       -0.028945       -0.050379        7.254346e-02  
0.669720        1               1.0            -0.699546       -1.720197        0.669720        0.220043        0.057968       -0.105070        6.731767e-02  
1.679819        1               1.0             1.113990       -0.258708        1.679819        0.697826        0.061555       -0.080672        1.164229e-01  
1.396892        1               1.0             0.478500       -0.442198        1.396892        0.597237        0.131325       -0.022388        4.774046e-01  
0.499266        1               1.0            -0.679101       -1.358046        0.499266        0.430042       -0.123833        0.099817        7.874162e-01  
1.011069        1               1.0             0.243119        0.764977        1.011069        0.685551       -0.123863        0.124771        1.188367e-02  
1.840734        1               1.0             1.365045        0.547132        1.840734        0.843152        0.083134        0.001891       -6.564858e-01  
0.886543        1               1.0             0.006563       -0.304513        0.886543        0.382519       -0.117099       -0.119121       -8.778105e-01  
1.432263        1               1.0             0.642423        0.034470        1.432263        0.794147        0.075718        0.133541        1.621144e-01  
0.901303        1               1.0            -0.175541       -0.983350        0.901303        0.335721       -0.001272       -0.120394        2.625658e-01  
0.688873        0               1.0             0.188491        1.078490        1.186935        0.688873        0.082323        0.141750        9.261473e-01  
0.917649        1               1.0            -0.543154       -0.854516        0.917649        0.370923        0.219099        0.006711       -1.291161e+00  
0.734624        1               1.0            -0.366783       -0.000512        0.734624        0.519443       -0.061811        0.111139       -1.306776e+00  
0.888825        1               1.0             0.082180       -0.076663        0.888825        0.564610       -0.156785        0.044065       -1.947764e+00  
0.778928        1               1.0            -0.184124       -1.070993        0.778928        0.335632       -0.118883       -0.118337       -1.651653e+00  
0.526489        1               1.0            -0.678879        0.969110        0.526489        0.337519       -0.096733        0.007238       -1.211274e+00  
1.644145        1               1.0             1.016237        1.035323        1.644145        0.708164        0.080133       -0.045896       -5.404332e-01  
0.127083        0               1.0            -1.421877       -1.335144        0.137290        0.127083       -0.073568       -0.017448        1.114844e+00  
1.164848        1               1.0             0.548493       -0.890414        1.164848        0.642197       -0.139565        0.005074       -2.563146e+00  
0.426350        0               1.0             0.197699        2.272724        1.121076        0.426350        0.011353       -0.123075       -1.840843e-01  
0.639808        0               1.0             0.215301        0.517827        1.278844        0.639808        0.159352        0.085983        5.680944e-01  
0.670859        0               1.0             0.381769       -0.043318        1.283835        0.670859        0.071953        0.075416        4.191089e-01  
1.742848        1               1.0             1.280731       -0.016761        1.742848        0.815334        0.032042       -0.004849       -6.945851e-01  
